what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656504710438
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656504710550
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1656504717684
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1656504717739
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1656504718839
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1656504734301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504734633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504774082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504783941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504791861
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1656504795658
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1656504796001
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1656504796033
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1656504797290
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1656504800572
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1656504800619
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1656504802329
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1656504803701
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1656504808102
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656504815223
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1656504823328
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1656504823374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504826654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504826701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504826772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504830987
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1656504831019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1656504831019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504831378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504835300
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656504836550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504839868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504843408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504844658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504854414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656504868623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656504896642
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1656504912417
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1656504935470
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1656504987151
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1656504988729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656504989555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656504994366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656504995173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505037984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505039447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505046035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505062194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505066333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505066520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505067781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505079004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505079512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505084468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505089227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505112661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1656505112693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505113645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505127865
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1656505131831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1656505142348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505142735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505144517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505145454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505149331
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505149889
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505150061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1656505160137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1656505160403
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1656505160934
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505162866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1656505165571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505166364
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505167432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1656505178195
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505179085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1656505181524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1656505194098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1656505194832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505195691
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505198028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505226329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505232344
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1656505236867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1656505238023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1656505238320
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505238995
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505241747
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505243947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1656505246716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505247492
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505248706
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505256531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505276267
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1656505280026
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505282069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1656505291783
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1656505308975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505309349
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1656505315240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505320287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505333497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505338654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505340373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1656505340529
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1656505341857
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1656505342126
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1656505349385
error,log,,,"Error",1656505352404
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1656505352862
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1656505353643
